created_at,post_id,post_url,post_text,author_id,author_username
2021-06-01 13:48:38,1940571736109393,https://m.facebook.com/groups/104190026414249/permalink/1940571736109393/,"I don't want to share everything as I don't want anyone who knows him to see this or find me. His mom was supposed to help me with our kids to get things we needed and my medication I have to have. I'm safe now and he doesn't know where with our kids. Does anyone know where I can get help with bedding and items like toilet paper, detergent/ and my medications (type 1 diabetic/need insulin)? I don't get paid until Friday. I'm so nervous. Is this group visible to public where he could see or his mom? I have no family or anyone.",100000204517545.0,Jennifer Roberts Moyer
2021-06-01 12:20:15,1940530786113488,https://m.facebook.com/groups/104190026414249/permalink/1940530786113488/,These are the bruises that were inflicted on me by a shitheadcalled MICHAEL COLIN BRAY,100051947199193.0,Jacquie Harper
2021-05-30 23:11:12,2862940483955867,https://m.facebook.com/groups/1640618112854783/permalink/2862940483955867/,"At the park today I witnessed a carer/guardian yanking at a young toddlers arms, pulling them along. Bashing them about. Hitting them on the head with a fisted hand. My heart sank. Are there any suggestions of potentially helpful approaches upon witnessing such sightings? 🥺",614222079.0,Zulaykha Rajput
2021-05-30 09:50:35,1938871426279424,https://m.facebook.com/groups/104190026414249/permalink/1938871426279424/,Still bearing the bruises but I AM A SURVIVOR,100051947199193.0,Jacquie Harper
2021-05-29 22:55:05,1938527606313806,https://m.facebook.com/groups/104190026414249/permalink/1938527606313806/,YES MY BLOODY EX ADMITTED TO RHE POLICE WHAT HE HAD DONE TO ME POXY PRICK S****HEAD THIS TIME I WILL WATCH HIM GET PUT AWAY AND RHRIW THE KEY GOOD RIDDANCE,100051947199193.0,Jacquie Harper
2021-05-29 18:02:47,2861962260720356,https://m.facebook.com/groups/1640618112854783/permalink/2861962260720356/,"🌟trigger warning🌟

Hello ladies. I need ur help. So on Sunday night I was a victim of domestic violence. My husband left me with a black eye, bloody nose, and many bruises on my body. I had been working at EUROPEAN WAX CENTER NORTH HAVEN, CT location. On Monday morning...literally hours after the incident, I texted my boss And showed her a picture of my face. She told me that it was mandatory training and I couldn’t miss it.

I didn’t have clothes cuz I ran out of the house after the incident with my husband. I had to hurry up and leave cuz I had to be at the training in 30 min! I was absolutely mortified!! I didn’t want to lose my job and so I stayed the entire shift. That night I asked to have the following day off seeing as my body couldn’t handle standing for hours. Plus I didn’t have ANY of my belongings.

She proceeded to tell me I had no coverage for my shift . That night I was at the police station and made a report and they told me I should go to the ER and get it documented. The next morning I went to the ER and had texted misty to let her know. they told me I have a fractured nose and gave me a note for two days of rest till I had to go back to work

So I went in today for my shift and she sat me down and told me that basically I was a no call no show on Tuesday and that I QUIT!!! That I had no excuse not coming into work and that basically I had a chance to leave my husband and didn’t so now look what happened. They had absolutely no compassion and treated me as though I was trash. She did not care about my doctors note or that any of this happened.

She was saying I didn’t call her. Idk what they expected. Everyone literally saw me hours after it and saw the proof. My body was under so much stress and I just needed two days to recuperate. They are horrible people and I feel like I was discriminated against because of domestic violence. Oh and when I went there Monday for the training. NOT ONE MANAGER pulled me to the side to talk to me..console me..ask me if I was ok. NOTHING!!! I feel like something needs to be done and this just isn’t right!!

How did they even expect me to take clients in the state that I was in!!??!?",100000901995411.0,Alexis Bolovis
2021-05-29 15:08:19,1938227649677135,https://m.facebook.com/groups/104190026414249/permalink/1938227649677135/,"Help me escape Egypt (DOMESTIC VIOLENCE VICTIM + LGBTQ)

",100068881982379.0,Out OfHell
2021-05-27 22:00:28,1937028466463720,https://m.facebook.com/groups/104190026414249/permalink/1937028466463720/,"I went to the Police Head Quarter and wanted to report Crimes Racism, harassment and Stalking that are being committed against me. Instead Of Helping. The Police tested if I should be helped or not. A white lady was treated kindly, a Spanish lady was treated kindly and I was shouted at and basically kicked out of the station by a white and black police officer. I did not play their games..Something Big is going on in Boston. I am now going up against Latino Men, White Men now Black Men has joined them in harassing me.
I’m Currently experiencing something new called (Gang Stalking). Where a gang or a leader of a gang targets you then do whatever it’s takes to force you in doing illegal things for them creating a false narrative. Lies about you.

In this Case the Latino Gang is going around saying that I am a Whore for them and is sending their customers to harass me and collect money for it everywhere I go in Boston and in my apartment building. That’s the only reason so many men would come around a Gay Woman everywhere I go if Black Men has joined them money is being made and Men, criminals in Boston are now given the green light to take advantage of a black woman. The Latinos now thinks that Black Woman are only good enough to be whores. (Where wasn’t a Latino Woman or White Woman) Used for this Lie?

All The men are coming together against woman and using as whore to make money for themselves.

There is no consent here! I don’t know these People. (No Consent given) dangerous game being played. Don’t listen to them it’s never gonna happen. They are scamming you! It’s a Scam! Scam! Scam!

I promise you Don’t come around me

I worked managing restaurant for 5 years!

I need help. Stop these criminals. Stop these attacks on a Black Woman. The right government needs to see this post so that they can set Boston right. Racism! Unacceptable!
There is lots more to this…who can I go to the Mayor",100001673185223.0,Althea Riggon
2021-05-26 22:11:05,1936270096539557,https://m.facebook.com/groups/104190026414249/permalink/1936270096539557/,Never suffered from anxiety after yesterday's attack from ex had left with MIGRAINES AND anxiety i can't go out without looking over my shoulder its a bloody NIGHTMARE Somow suffering from anxiety its crazy,100051947199193.0,Jacquie Harper
2021-05-26 15:19:55,1936027659897134,https://m.facebook.com/groups/104190026414249/permalink/1936027659897134/,"QUESTION was it me.... 🥺🥺🥺🥺🥺.

Was it because of me asking him to get up in the morning to see his autistic son off to school so it would seem like he was spending SOME kind of time with his son as opposed to the time he spent with him changing his diaper I don't consider that spending time. See I consider spending time playing the video games, watching a movie, going to doctor's appointments, just a day out, watching TV, dancing, singing and laughing together spending time together but he did NONE of those things as OPPOSED to ME which I do these things DAILY.....

What my narcissistic ex boyfriend of which could have been 12 years 2-27-21 but he left after getting caught cheating with a co-worker on 1-2-21 talk about happy new year right 😭😭😭. ANYWAYS what he DID do on the regular was EMOTIONALLY scarred, mentally ABUSED me on the regular and when I say the regular I mean EVERYDAY literally he found a way to bring up my disability as I am a disabled mom of 6 kids now and I've been through knee, back, stomach and dental surgery. And he tried to make me feel so UGLY 😭😭😭😭 and wanted and cared about on a DAILY 💔😭. He ALWAYS found a reason to tell and scream at me when it was even something positive I was BLESSED with $1000 in groceries for December and he asked how that benefited him but he sure ate good that month and I was able to pay more bills and buy more gifts for the family which he bought no one anything none of the kids and most definitely NOT me 🥺🥺🥺🥺. This was my THIRD and FINAL time trying to be a two parent in house family for our three kids together as he was apart of my other three kids life for awhile as well. But this was the FINAL time. See I'm that dummy that wasn't raised in a two family home and I was willing to try and do anything to keep my kids with both their parents even the emotional, mental abuse that I took on the daily for my kids that come first and foremost to me I would do anything and THENSOME to keep them HAPPY and wlt them know they are LOVED....

But what REALLY got me feeling stupid is after he left one of my kids said they were glad he was gone because no more YELLING and CUSSING at MOMMY 😭😭😭😭😭. That broke my heart as I was trying to keep a two parent family together when it was dead and gone a long time ago after he first cheated and abandoned his kids and myself.

And this final time he's on drugs now don't know for how long or whatnot it he had lost 60 pounds in 6 months and it was no dieting honey we was enjoying fast food and everything together. And his aggressive attitude towards me was BEGINNING to get worse and arguments of even having to change our autistic son came and YEAH I knew things were slowly but surely coming to an end but I still TRIED for my KIDS 😭🥺🥺🥺🥺😭😭.

So now I am a 43yr old disabled mom of 6 kids in Ohio raising kids with special needs and things and wondering if I'm just going to be ALONE the rest of my life and that DEPRESSES me on so many levels. Because I'm a BIG romantic I love cuddling hugging kissing spending time with one that's for me and as I am for him and happy and loving. And all I feel right now is sad, DEPRESSED, lonely, hurt and not myself on so many levels. And I'm sad the happiness I have is through my kids and NOT my OWN. But as long as my kids are happy, safe, Blessed and provided for that God gives me the strength to continue to do. I guess I have to just be fine with THAT 😭😭😭😭😭. And I will be I hope and pray and maybe the wants of the hugs and kisses, cuddling and things will continue to dwindle down and I would no longer yearn for those things as I do NOW but don't have.

I mean i just want a relationship with TRUST loyalty honesty respect patience love compassion and romance is that asking alot 🥺🥺🥺🥺🥺🥺.",100003047704933.0,Rita Allen
2021-05-25 21:25:07,1935490363284197,https://m.facebook.com/groups/104190026414249/permalink/1935490363284197/,Bumped into my ex he was demanding money off me pushed me up against the wall spat in my face and pushed me to the ground still shaken but ok,100051947199193.0,Jacquie Harper
2021-05-25 21:22:07,1935489159950984,https://m.facebook.com/groups/104190026414249/permalink/1935489159950984/,"Went out today bumped into my ex he was outside of my flat demanding money pushed me up against the wall ,spat in my face and then he slapped me and now he has been arrested thank god still shaken but okay",100051947199193.0,Jacquie Harper
2021-05-24 14:32:04,1934492026717364,https://m.facebook.com/groups/104190026414249/permalink/1934492026717364/,"SO MY NARC EX LEFT ONE REASON because of our AUTISTIC SON I asked him to help with. Amongst the cheating lying EMOTIONAL MENTAL ABUSE....

So.....Okay this is my autistic 11 yr old son situation he's 6 feet 3 inches 265 pounds and wears a size 15 men's shoe and he wears adult diapers and it's like changing a grown man.

I'm a disabled mom with him and 5 other kids and he has ADHD bipolar aggressive destructive behavior and his dad cheated and left us on 1-2-21 because one of the reasons is he was tired of helping change his autistic son amongst other reasons as me and his dad have three kids together that's including my autistic son and I just have a couple quick questions. PLEASE DON'T MENTION THE COMMENT ABOUT PUTTING HIM IN A FACILITY OR HOME CUZ IM NOT DOING THAT. HE'S MY SON AND I'M NOT GONNA ABANDON HIM LIKE HIS DAD DID NO WAY NO HOW.....

Any advice on HOW I TRY AND KEEP MY SANITY AS MY EX I DESPISE REGARDLESS OF THE NICE COMMENTS HE SAID TO THE WORKER IN THIS POST I POSTED HERE LAST WEEK.... IT'S IN THE GROUP FROM FRIDAY I POSTED ABOUT THAT SITUATION NOT TRYING TO DO A BOOK TODAY JUST SOME CRAZY QUESTIONS ON MY HEART AND MIND THIS MORNING.....

SO THE QUESTIONS ARE THESE.

1. DOES ANYONE ELSE HAVE POTTY TRAINING ISSUES AND PROBLEMS WITH THEIR AUTISTIC CHILD AND ANY RECOMMENDATION OF WHAT I SHOULD TRY TO DO TO GET HIM BACK IN TO UNDERWEAR AS HE ONCE WAS FOR A FEW MONTHS AND RELAPSED 🥺🥺🥺😭😭😭😭😭😭😭.

2. ABOUT HIS AGGRESSIVE DESTRUCTIVE BEHAVIOR WHAT SHOULD I TRY AND DO AS HE HAS HIS MOMENTS OF TESTING HIS SIBLINGS AND THEY RETALIATE BACK TO LET HIM KNOW THEY ARE NOT SCARED OF HIS SIZE 🥺🥺🥺🥺 BUT THAT'S KIDS BEING KIDS I GET IT TO A DEGREE 🤷🏿‍♀️🤷🏿‍♀️🤷🏿‍♀️🤷🏿‍♀️🤦🏿‍♀️🤦🏿‍♀️🤦🏿‍♀️🤦🏿‍♀️

3. WILL I EVER HAVE A REAL RELATIONSHIP WITHOUT THE CONSTANT THOUGHTS OF WHO WOULD UNDERSTAND OR GET MY AUTISTIC SON OR MY SPECIAL NEEDS KIDS 🥺🥺😭😭😭😭😭😭😭😭😭😭😭😭😭😭

4. HOW DO YOU REALLY DATE OR TRY TO GET TO KNOW SOMEONE AND EVEN ATTEMPT TO BRING YOUR KIDS IN THE PICTURE WHEN THEY ARE NOT THE CHILD'S PARENT ESPECIALLY WHEN THEY HAVE AUTISM.

5. DOES IT EVER GET EASIER. 🥺🥺🥺😭😭😭😭😭😭😭😭🥺🥺🥺🥺😭😭😭😭😭😭😭",100003047704933.0,Rita Allen
2021-05-22 15:18:20,1932999126866654,https://m.facebook.com/groups/104190026414249/permalink/1932999126866654/,"Question

Since my ex left in January and was stalking and harrassing me earlier part of the year it's died down now thank goodness but he broke in my house on 2-18-21 he smeared poop on my van 3-7-21 so to try to find some kind of positiveness out of all that drama and mess I got my kids a cat a couple months ago with the craziness of my ex breaking in and things THOUGHT it would be a nice addition and it is they're happier than ever and that makes me happy as I find happiness through them that sounds sad doesn't it ,🥺🥺🥺🥺🥺.

I wonder each and every day NOW as I'm a 43yr old single mom of 6 kids with special needs and I have my own health situations will I ONLY have happiness through them as I make sure my babies are happy and want for nothing I did that for my ex as well 🥺🥺🥺😭😭😭😭😭😭. But I still wasn't enough and I know it's because of my not complying with his unsanitzing issues let's say as I'm not gonna perform things and you're not being clean to urself so he cheats with someone that doesn't care about his uncleaned ways SMDH it is what is but at some point I have standards DAMNIT and disgusting unclean body is just a major turn off for me...

So the few questions throughout this post....

1. Is it wrong the happiness I have is through my kids and not REALLY my own.

2. Do y'all think with the things mentioned above that there's still a way of me having my own HAPPINESS 🥺🥺🥺😭😭😭😭😭😭🥺

3. When will the pain end how long do I have to deal and be in this funk of sadness when there should be gladness. 🥺🥺🥺🥺🥺

4. Is it possible to find someone that can TRULY deal with the baggage another person has

5. Will I ever have my OWN TRUE HAPPINESS and LOVE 🥺🥺🥺🥺🥺🥺....

6. Is it okay to be spending time with more than one guy as I try to figure all this mess out as I dont like to be alone but I'm not settling for less ANYMORE and I don't think my expectations are asking to MUCH... As they are honesty, trust, companionship, respect for me as well as my kids, loyalty, 50/50, treating me as his Queen as I would treat him as my king, loves music, watching TV and movies and doesn't mind being home and not always needing to go out loving to be at home enjoying one another company and playing video games together...

I mean that's all I'm asking is that asking too much 🥺🥺🥺😭😭😭😭😭🥺🥺🥺🥺🥺🥺",100003047704933.0,Rita Allen
2021-05-21 22:35:41,1932523296914237,https://m.facebook.com/groups/104190026414249/permalink/1932523296914237/,"So is it WRONG that I don't care that he said something positive about me as I've DONE NOTHING WRONG for him to have anything negative to say so I didn't care and got a HUGE headache after she said this....

So......
Children services came because of my kids schooling issues where I have a daughter with health conditions that prevented her from attending school and now she's closing the case because they were lying on me 😠😡😡😡.

But she told me she reached out to my ex SMH and he had nothing but positive things to say about me

But that doesn't mean SHIT he's still an cheating narcissistic drug using manipulating compulsive lying deadbeat is that wrong of me to still feel like that",100003047704933.0,Rita Allen
2021-05-19 23:38:38,1931023933730840,https://m.facebook.com/groups/104190026414249/permalink/1931023933730840/,i have got a new partner its been nearly 3 months but my husband that i am getting a divorce with he is still waiting on bail to go to court for wat he done to me but with my new partner i know he wont hurt me in any way way i am still a bit nervous around him i dont know why can somebody help me plz or am i going insane,100047084882307.0,Mary Batey
2021-05-19 01:58:34,1930300990469801,https://m.facebook.com/groups/104190026414249/permalink/1930300990469801/,I'M TRYING TO KEEP IT TOGETHER ON SO MANY LEVELS BUT FEELING SO ALONE NO ONE TO TALK TOO NO ONE TO UNDERSTAND AND NO ONE TO WANT ME WHO WOULD WITH 6 KIDS WITH SPECIAL NEEDS AND DIFFERENT HEALTH CONDITIONS BETWEEN MY KIDS AND MYSELF FROM DOMESTIC...,100003047704933.0,Rita Allen
2021-05-18 23:34:36,2854013108181938,https://m.facebook.com/groups/1640618112854783/permalink/2854013108181938/,when i lost my baby he laughed and said its not my problem 💔 if anyone can please talk to me or anything please write me please my heart is just 11paching so b,100001997078210.0,Courtney Brown
2021-05-18 23:33:56,1930233570476543,https://m.facebook.com/groups/104190026414249/permalink/1930233570476543/,when i lost my baby he laughed and said its not my problem 💔 if anyone can please talk to me or anything please write me please my heart is just 11paching so b,100001997078210.0,Courtney Brown
2021-05-18 19:10:43,1930094810490419,https://m.facebook.com/groups/104190026414249/permalink/1930094810490419/,"OMG my daughter her eye is shut I'm FREAKING wigging now back to the doctors I go but seeing her doctor at 2 KEEP ME IN YOUR PRAYERS AS I'M READY TO LOSE MY MIND

I have all kinds of rage as he's not helping with the three kids we have together but wants to put on this big rage as he's the VICTIM when he caused all this DRAMA 😡😡😡😡😡.

I'm hating him more and more each day and do t want to hate but I don't know I'm dealing with all of this ALONE and I'm just thankful for God's strength",100003047704933.0,Rita Allen
2021-05-18 06:50:08,2853266281589954,https://m.facebook.com/groups/1640618112854783/permalink/2853266281589954/,can someone inbox me i am alone and i am so sick in my stomach . can someone plz help me i mean talk to me please. how does someone get happy over ruining my happiness. i pray i oray everyday for me and my baby its just so sick... i need someone to talk please talk to me plz im dying inside i hate this demon he's evil,100001997078210.0,Courtney Brown
2021-05-18 06:50:02,1929332603899973,https://m.facebook.com/groups/104190026414249/permalink/1929332603899973/,can someone inbox me i am alone and i am so sick in my stomach . can someone plz help me i mean talk to me please. how does someone get happy over ruining my happiness. i pray i oray everyday for me and my baby its just so sick... i need someone to talk please talk to me plz im dying inside i hate this demon he's evil,100001997078210.0,Courtney Brown
2021-05-17 21:14:50,1929051573928076,https://m.facebook.com/groups/104190026414249/permalink/1929051573928076/,"Yesterday and today has been a doozy as my autistic son took me through some hella obstacles yesterday and had me feeling so overwhelmed I didn't know what to do... But the HATRED towards my ex I was raged and FEELING VERY VERY VERY mad with my ex and hated him oh so much for leaving his responsibility of helping take care of his kids and today is no better SMH as I'm at the ER with his youngest daughter which I found out last Wednesday May have autism and ADHD behavior as WELL so as I'm up here at the ER with a hour and half wait time because my daughter is going through some thing with her face has taken me there AGAIN as he's out here being such a LYING manipulative IGNORANT funky unappreciative worthless unworthy DEADBEAT as I'm up here dealing with this ALL by myself and it hurts like HELL.

As I'm up here thirty minutes to go still waiting to get my daughter our day checked out he deserves to rot in hell on so many levels him and his racist gf with their IGNORANCE and drug use he even got the tax refund money and still doesn't have his own car or place SMH he even got the stimulus money and still doesn't but guess what I FOUND out.. I CAN CLAIM THEM AND ALL THAT MONEY REFUND HE GOT FOR THEM HE HAS.TO REPAY GOD DOESN'T LIKE UGLY NO WAY NO HOW....

SO I NEED Y'ALL HELP AND PRAYERS TO HELP ME REMOVE THE HATRED I HAVE FOR HIM CUZ KARMA IS A MUTHA AND HE WILL GET HIS

I COULD REALLY USE SOME GOOD CONVERSATIONS AS I'M DEALING AND.GOING THROUGH ALL THIS MESS SINCE 1-2-21 HAPPY NEW YEAR TO ME RIGHT 🥺🥺🥺🥺.

SO ANYONE INTERESTED IN CONVERSATIONS AND NEED A EAR TO LISTEN AND ONE TO EVEN VENT THAT IS ME AS YOU CAN SEE HOW PISSED I AM RIGHT NOW 😠😡😡😡😡😠.

MESSENGER ME SOMETIMES ANYTIME DAY OR NIGHT I WILL RESPOND AND GET BACK WITH YOU PROMPTLY....

THANK YOU FOR LISTENING BE SAFE EVERYONE AND HAVE A BLESSED WEEK.",100003047704933.0,Rita Allen
2021-05-16 19:41:40,1928262617340305,https://m.facebook.com/groups/104190026414249/permalink/1928262617340305/,"Things are still so hard... I'm sinking further and further into depression knowing that my only means to survival for my daughter and I, is to go back to him. I'm so destroyed knowwing that my escape has failed 😢

We made it from the shelter to emergency housing to our own place restraining orders and emergency protection orders are in place and charges have been pressed, and are slowly getting on our feet, but we have nothing. I have been approved for low income benefits and am on the wait lists for everything. Which first check is coming on June 30th. So that's a releif. The food bank is able to serve me the end of this week, thank God (they provide approx 60$ worth of food, monthly) so I can see the end of this nightmare, and can see the life that we fought so hard to have, just around the corner.

But getting ""around that corner"", is impossible. I don't mind going without, trust me... I would gladly never eat again for the rest of my life to be free from him..but with stitches (from his last sexual assault, which are coming out next week! Yayy!) And being incontinent (number 1 and 2) from the damage he did, with my daughter and I both having the flu (I would imagine cos we are so run down) not having the basics to get through a day, has now gotten to the point that I can't get through another day like this. I have tried salvation army,churches, government, politician, etc etc and have been approved and placed on wait lists. There is just no immediate help to be had.

I feel like such a failure, to have even failed at our escape, to have it within reach and still not be able to get to it. I can't believe that everything I went through to get the here, to being free,.was all for nothing, I'm absolutely devastated here and really need some kind words as I'm falling apart.",609755176.0,Caroline Delaney
2021-05-15 16:44:00,0,https://m.facebook.com/groups/1640618112854783/permalink/2851390768444172/,"Attenti Electronic Monitoring joins forces with several UN-Women properties, to provide a solution to track and monitor Domestic Violence perpetrators and ensure they are away from their victims.
We invite UN-Women teams to learn about this LIFE-SAVING solution, as part of a global and FREE webinar that will bring together experts from 4 countries and 3 continents, to talk about the impact of Covid-19 on the increase of domestic violence cases.
Free registration through: shorturl.at/qrR59",,Tal Stein
